nomebusca;url;coordenadas
459M+23R, Sir George Walter Hwy, St John's, Antigua & BarbudaAntigua e BarbudaST JOHNS;https://www.google.com.br/maps/dir/Calzada+H%C3%83%C2%A9ctor+Augusto+Espa%C3%83+%C2%B1+a+Bracamonte/167.5+Chiquimula,+CHIQGuatemalaCHIQUIMULA/@14.6752748,-90.5260384,13z/data=!3m1!4b1?entry=ttu;14.6752748,-90.5260384,13
Av. Nativo Alers Km 0.7, Aguada, 00602Porto RicoAGUADA;https://www.google.com.br/maps/dir/Calzada+H%C3%83%C2%A9ctor+Augusto+Espa%C3%83+%C2%B1+a+Bracamonte/167.5+Chiquimula,+CHIQGuatemalaCHIQUIMULA/@14.6752748,-90.5260384,13z/data=!3m1!4b1?entry=ttu;14.6752748,-90.5260384,13
CVRF+CR7, Aguadilla, 00603Porto RicoAGUADILLA;https://www.google.com.br/maps/dir/Calzada+H%C3%83%C2%A9ctor+Augusto+Espa%C3%83+%C2%B1+a+Bracamonte/167.5+Chiquimula,+CHIQGuatemalaCHIQUIMULA/@14.6752748,-90.5260384,13z/data=!3m1!4b1?entry=ttu;14.6752748,-90.5260384,13
edif. paradise ceramic, PR-2, MayagÃ¼ez, 00610Porto RicoMAYAGUEZ;https://www.google.com.br/maps/dir/Calzada+H%C3%83%C2%A9ctor+Augusto+Espa%C3%83+%C2%B1+a+Bracamonte/167.5+Chiquimula,+CHIQGuatemalaCHIQUIMULA/@14.6752748,-90.5260384,13z/data=!3m1!4b1?entry=ttu;14.6752748,-90.5260384,13
Km 7 Bo, 91 Cll 2, Camuy, 00627Porto RicoCAMUY;https://www.google.com.br/maps/dir/Calzada+H%C3%83%C2%A9ctor+Augusto+Espa%C3%83+%C2%B1+a+Bracamonte/167.5+Chiquimula,+CHIQGuatemalaCHIQUIMULA/@14.6752748,-90.5260384,13z/data=!3m1!4b1?entry=ttu;14.6752748,-90.5260384,13
Car N2 km83.6, Hatillo, 00659Porto RicoHATILLO;https://www.google.com.br/maps/dir/Calzada+H%C3%83%C2%A9ctor+Augusto+Espa%C3%83+%C2%B1+a+Bracamonte/167.5+Chiquimula,+CHIQGuatemalaCHIQUIMULA/@14.6752748,-90.5260384,13z/data=!3m1!4b1?entry=ttu;14.6752748,-90.5260384,13
22A Ligali Ayorinde Street, Victoria IslandNigÃ©riaLagos;https://www.google.com.br/maps/search/22A+Ligali+Ayorinde+Street,+Victoria+IslandNig%C3%83%C2%A9riaLagos/@6.4251401,3.4389382,17z?entry=ttu;6.4251401,3.4389382
23 Muhammadu Buhari wayNigÃ©riaKaduna;https://www.google.com.br/maps/search/23+Muhammadu+Buhari+wayNig%C3%83%C2%A9riaKaduna/@6.4251401,3.4389382,17z?entry=ttu;6.4251401,3.4389382
Plot 71, aboderin layout, ring roadNigÃ©riaIbadan;https://www.google.com.br/maps/search/Plot+71,+aboderin+layout,+ring+roadNig%C3%83%C2%A9riaIbadan/@6.4251401,3.4389382,17z?entry=ttu;6.4251401,3.4389382
Plot 1145, aminu kano crescent, wuse2NigÃ©riaAbuja;https://www.google.com.br/maps/search/Plot+1145,+aminu+kano+crescent,+wuse2Nig%C3%83%C2%A9riaAbuja/@9.084449,7.4693397,17z?entry=ttu;9.084449,7.4693397
33 A1, Spintex Road, Opposite GT Bank, AccraGanaAccra;https://www.google.com.br/maps/search/33+A1,+Spintex+Road,+Opposite+GT+Bank,+AccraGanaAccra/@5.6376131,-0.1472061,14z?entry=ttu;5.6376131,-0.1472061,14
15 Rue Carnot (Dakar)SenegalDakar;https://www.google.com.br/maps/place/Salon+de+coiffure/@14.6679233,-17.4327675,17z/data=!3m1!4b1!4m6!3m5!1s0xec173b4ba25b17d:0x3494abd15c7988a8!8m2!3d14.6679233!4d-17.4301926!16s%2Fg%2F11cm8dhzbm?entry=ttu;14.6679233,-17.4327675
Parkside Towers, Mombasa Road (Nairobi)QuÃªniaNairobi;https://www.google.com.br/maps/search/Parkside+Towers,+Mombasa+Road+(Nairobi)Qu%C3%83%C2%AAniaNairobi/@-1.3250969,36.8459856,17z/data=!3m1!4b1?entry=ttu;-1.3250969,36.8459856
Lecol Building, Mbaraki Road (Mombasa)QuÃªniaMombasa;https://www.google.com.br/maps/place/Lecol/@-3.5966236,39.8841962,17z/data=!4m6!3m5!1s0x183fdd958f2104a3:0x6cd8bd5bacb87149!8m2!3d-3.5966236!4d39.8867711!16s%2Fg%2F11rg6n39ml?entry=ttu;-3.5966236,39.8841962
Northlands Deco Park, Unit 59 Design Boulevard, c/o Witkoppen & Newmarket Road (Johannesburg)Africa Do SulJohannesburg;https://www.google.com.br/maps/search/Northlands+Deco+Park,+Unit+59+Design+Boulevard,+c%2Fo+Witkoppen+%26+Newmarket+Road+(Johannesburg)Africa+Do+SulJohannesburg/@-26.0371356,27.9552585,17z?entry=ttu;-26.0371356,27.9552585
9 Paarden Eiland Road, Paarden Eiland (Cape Town)Africa Do SulCape Town;https://www.google.com.br/maps/search/9+Paarden+Eiland+Road,+Paarden+Eiland+(Cape+Town)Africa+Do+SulCape+Town/@-0.0274502,-26.6104109,3z/data=!3m1!4b1?entry=ttu;-0.0274502,-26.6104109,3
Tower 2, Apt no. 107 - Zahir City, Extension of Hassan MaamonØŒ St.Cairo;https://www.google.com.br/maps/search/Tower+2,+Apt+no.+107+-+Zahir+City,+Extension+of+Hassan+Maamon%C3%98%C5%92+St.Cairo/@14.9625045,6.268541,3z/data=!3m1!4b1?entry=ttu;14.9625045,6.268541,3
2 Brown St, Alderley Edge - SK9 7EQ / United Kingdom;https://www.google.com.br/maps/place/2+Brown+St,+Alderley+Edge+SK9+7EQ,+Reino+Unido/@53.3013664,-2.2393916,17z/data=!4m6!3m5!1s0x487a4ded88353223:0x9206bea7207fe32f!8m2!3d53.3013664!4d-2.2368167!16s%2Fg%2F11c3q2qvgb?entry=ttu;53.3013664,-2.2393916
Boulevard VGE, face Solibra / 01 Bp 7205, AbidjanCosta do MarfimAbidjan;https://www.google.com.br/maps/search/Boulevard+VGE,+face+Solibra+%2F+01+Bp+7205,+AbidjanCosta+do+MarfimAbidjan/@53.3013664,-2.2393916,17z?entry=ttu;53.3013664,-2.2393916
AprÃ¨s le carrefour Abatta, Bd FranÃ§ois Mitterrand, AbidjanCosta do MarfimAbidjan;https://www.google.com.br/maps/place/Carrefour+Lapin/@5.3546914,-3.92711,17z/data=!4m6!3m5!1s0xfc1ed52fc80b5b5:0x474e5615d09423e!8m2!3d5.3546914!4d-3.9245351!16s%2Fg%2F11sdtxbx_p?entry=ttu;5.3546914,-3.92711
Estrada da Samba SN - frente ao ENAPP, LuandaLuanda;https://www.google.com.br/maps/place/ENAPP+-+E.P./@-8.8832695,13.1814916,17z/data=!4m6!3m5!1s0x1a51f4b7134760b3:0x8d77a1d4a0dfaf2d!8m2!3d-8.8832695!4d13.1840665!16s%2Fg%2F1tfdhyny?entry=ttu;-8.8832695,13.1814916
9 Macadam street, WindhoekNamÃ­biaWindhoek;https://www.google.com.br/maps/search/9+Macadam+street,+WindhoekNam%C3%83%C2%ADbiaWindhoek/@-22.5790029,17.07507,15z/data=!3m1!4b1?entry=ttu;-22.5790029,17.07507,15
20, AVE Poivre, Quatre BornesIlhas MaurÃ­cioPort Louis;https://www.google.com.br/maps/search/20,+AVE+Poivre,+Quatre+BornesIlhas+Maur%C3%83%C2%ADcioPort+Louis/@-22.5790029,17.07507,15z?entry=ttu;-22.5790029,17.07507,15
Un Drive â€“ Bushroad Island Vai Town, LiberiaLibÃ©riaMonrovia;https://www.google.com.br/maps/search/Un+Drive+%C3%A2%E2%82%AC%E2%80%9C+Bushroad+Island+Vai+Town,+LiberiaLib%C3%83%C2%A9riaMonrovia/@6.3229075,-10.8230117,14z/data=!3m1!4b1?entry=ttu;6.3229075,-10.8230117,14
25QG+79P, Unnamed Road, Belas - AngolaAngolaLuanda;https://www.google.com.br/maps/search/25QG%2B79P,+Unnamed+Road,+Belas+-+AngolaAngolaLuanda/@-8.9617875,13.1733782,17z/data=!3m1!4b1?entry=ttu;-8.9617875,13.1733782
Punta Cana Shopping Mall NÂº 3 - Punta CanaRepÃºblica DominicanaPUNTA CANA;https://www.google.com.br/maps/search/Punta+Cana+Shopping+Mall+N%C3%82%C2%BA+3+-+Punta+CanaRep%C3%83%C2%BAblica+DominicanaPUNTA+CANA/@18.6405021,-68.6361621,11z/data=!3m1!4b1?entry=ttu;18.6405021,-68.6361621,11
Av.27 de febrero, Plaza Mia #52- SantiagoRepÃºblica DominicanaSANTIAGO;https://www.google.com.br/maps/search/Av.27+de+febrero,+Plaza+Mia+%2352-+SantiagoRep%C3%83%C2%BAblica+DominicanaSANTIAGO/@18.9668635,-70.9807063,9z/data=!3m1!4b1?entry=ttu;18.9668635,-70.9807063,9
Av.27 de febrero - Santo DomingoRepÃºblica DominicanaSANTO DOMINGO;https://www.google.com.br/maps/search/Av.27+de+febrero+-+Santo+DomingoRep%C3%83%C2%BAblica+DominicanaSANTO+DOMINGO/@18.4662047,-69.931888,17z?entry=ttu;18.4662047,-69.931888
Av 27 de Febrero 359, Santo Domingo 10305, Dominican RepublicRepÃºblica DominicanaSANTO DOMINGO;https://www.google.com.br/maps/search/Av+27+de+Febrero+359,+Santo+Domingo+10305,+Dominican+RepublicRep%C3%83%C2%BAblica+DominicanaSANTO+DOMINGO/@18.4590399,-69.9476985,17z?entry=ttu;18.4590399,-69.9476985
Mile 3 Phillip Goldson Highway Belize City Belize C.A P.O Box 2174BelizeBELIZE CITY;https://www.google.com.br/maps/search/Mile+3+Phillip+Goldson+Highway+Belize+City+Belize+C.A+P.O+Box+2174BelizeBELIZE+CITY/@17.5044898,-88.2013648,17z/data=!3m1!4b1?entry=ttu;17.5044898,-88.2013648
Signature Plaza, Av M. Zarate, San MiguelitoPanamÃ¡ALTAMIRA;https://www.google.com.br/maps/search/Signature+Plaza,+Av+M.+Zarate,+San+MiguelitoPanam%C3%83%C2%A1ALTAMIRA/@-6.310282,-56.2787115,7z?entry=ttu;-6.310282,-56.2787115,7
VÃ­a Interamericana, Plaza Las LajasPanamÃ¡LAS LAJAS;https://www.google.com.br/maps/place/Las+Lajas,+Panam%C3%A1+Oeste+Province,+Panam%C3%A1/@8.5433489,-79.9992601,12z/data=!3m1!4b1!4m6!3m5!1s0x8facf03d6ad2f32f:0xc660e294657d6300!8m2!3d8.5489276!4d-79.9290642!16s%2Fm%2F013f39h5?entry=ttu;8.5433489,-79.9992601,12
Design Plaza, VÃ­a Boquete, Frente al JorÃ³n Zebede.PanamÃ¡DAVID;https://www.google.com.br/maps/place/Design+Plaza/@8.4521053,-82.4233278,17z/data=!4m6!3m5!1s0x8fa59d028f2c2f8d:0x2818a754ce8574e7!8m2!3d8.4521053!4d-82.4207529!16s%2Fg%2F11c0xmf0x6?entry=ttu;8.4521053,-82.4233278
Av. De las AmÃ©ricas.PanamÃ¡LA CHORRERA;https://www.google.com.br/maps/search/Av.+De+las+Am%C3%83%C2%A9ricas.Panam%C3%83%C2%A1LA+CHORRERA/@8.9832183,-80.0104492,11z/data=!3m1!4b1?entry=ttu;8.9832183,-80.0104492,11
San Francisco, VÃ­a Israel y Calle 75, diagonal a Hotel SheratonPanamÃ¡PANAMA CITY;https://www.google.com.br/maps/search/San+Francisco,+V%C3%83%C2%ADa+Israel+y+Calle+75,+diagonal+a+Hotel+SheratonPanam%C3%83%C2%A1PANAMA+CITY/@-10.3090785,-92.7618768,4z?entry=ttu;-10.3090785,-92.7618768,4
VÃ­a FernÃ¡ndez de CÃ³rdobaPanamÃ¡PANAMA CITY;https://www.google.com.br/maps/search/V%C3%83%C2%ADa+Fern%C3%83%C2%A1ndez+de+C%C3%83%C2%B3rdobaPanam%C3%83%C2%A1PANAMA+CITY/@9.0813044,-79.6179545,11z/data=!3m1!4b1?entry=ttu;9.0813044,-79.6179545,11
GP87+66P, Port-au-Prince, HaitiHaitiPETION-VILLE;https://www.google.com.br/maps/search/GP87%2B66P,+Port-au-Prince,+HaitiHaitiPETION-VILLE/@18.5155875,-72.2894968,17z/data=!3m1!4b1?entry=ttu;18.5155875,-72.2894968
173 Rte de Delmas, Delmas, HaitiHaitiDELMAS;https://www.google.com.br/maps/search/173+Rte+de+Delmas,+Delmas,+HaitiHaitiDELMAS/@18.5521578,-72.3149449,17z/data=!3m1!4b1?entry=ttu;18.5521578,-72.3149449
Rue Lysius Salomon # 9, PORT AU PRINCE, EX, HTHaitiPORT AU PRINCE;https://www.google.com.br/maps/search/Rue+Lysius+Salomon+%23+9,+PORT+AU+PRINCE,+EX,+HTHaitiPORT+AU+PRINCE/@18.5790192,-72.3668625,12z?entry=ttu;18.5790192,-72.3668625,12
San JosÃ©, Pozos de Santa Ana, 700 metros Este de Forum I.Costa RicaSAN JOSE;https://www.google.com.br/maps/search/San+Jos%C3%83%C2%A9,+Pozos+de+Santa+Ana,+700+metros+Este+de+Forum+I.Costa+RicaSAN+JOSE/@9.9553007,-84.2359127,13z?entry=ttu;9.9553007,-84.2359127,13
Cartago, 200 metros Sur y 250 metros Este del Cementerio.Costa RicaCARTAGO;https://www.google.com.br/maps/search/Cartago,+200+metros+Sur+y+250+metros+Este+del+Cementerio.Costa+RicaCARTAGO/@9.8542049,-83.9663894,13z?entry=ttu;9.8542049,-83.9663894,13
Liberia frente al Aeropuerto, Bodega 3C, Solarium.Costa RicaLIBERIA;https://www.google.com.br/maps/search/Liberia+frente+al+Aeropuerto,+Bodega+3C,+Solarium.Costa+RicaLIBERIA/@10.5906306,-85.537343,17z/data=!3m1!4b1?entry=ttu;10.5906306,-85.537343
San JosÃ©, Curridabat, 100 metros Oeste de la Bomba La Galera.Costa RicaSAN JOSE;https://www.google.com.br/maps/search/San+Jos%C3%83%C2%A9,+Curridabat,+100+metros+Oeste+de+la+Bomba+La+Galera.Costa+RicaSAN+JOSE/@9.9158771,-84.0556089,14z?entry=ttu;9.9158771,-84.0556089,14
ESCAZÃš, 600 mts al Oeste de La Paco carretera vieja a Santa Ana, Edificio Fernandez Aguilar.Costa RicaSAN JOSE;https://www.google.com.br/maps/search/ESCAZ%C3%83%C5%A1,+600+mts+al+Oeste+de+La+Paco+carretera+vieja+a+Santa+Ana,+Edificio+Fernandez+Aguilar.Costa+RicaSAN+JOSE/@9.933897,-84.156822,17z?entry=ttu;9.933897,-84.156822
Calzada La Paz 1-03 zona 5 Guatemala, GTGuatemalaCIUDAD DE GUATEMALA;https://www.google.com.br/maps/search/Calzada+La+Paz+1-03+zona+5+Guatemala,+GTGuatemalaCIUDAD+DE+GUATEMALA/@14.6426546,-90.4966315,15z/data=!3m1!4b1?entry=ttu;14.6426546,-90.4966315,15
Residencial el Sitio 1 calle los aceitunos lote 1-B S San Miguel, punto de referencia frente a las bodegas Bimbo. San Miguel, San MiguelEl SalvadorSAN MIGUEL;https://www.google.com.br/maps/search/Residencial+el+Sitio+1+calle+los+aceitunos+lote+1-B+S+San+Miguel,+punto+de+referencia+frente+a+las+bodegas+Bimbo.+San+Miguel,+San+MiguelEl+SalvadorSAN+MIGUEL/@13.4993143,-88.2085554,16z?entry=ttu;13.4993143,-88.2085554,16
KilÃ³metro 114 Carretera Litoral Oriente, Frente a desvÃ­o Santa Elena, Santa MarÃ­a UsulutÃ¡n, UsulutÃ¡nEl SalvadorSANTA MARÃA;https://www.google.com.br/maps/search/Kil%C3%83%C2%B3metro+114+Carretera+Litoral+Oriente,+Frente+a+desv%C3%83%C2%ADo+Santa+Elena,+Santa+Mar%C3%83%C2%ADa+Usulut%C3%83%C2%A1n,+Usulut%C3%83%C2%A1nEl+SalvadorSANTA+MAR%C3%83%C2%8DA/@13.3418194,-88.4261464,17z/data=!3m1!4b1?entry=ttu;13.3418194,-88.4261464
CarreteraTroncal del Norte km 49, el Coyolito, Tejutla, Chalatenango. Chalatenango, SalvadorEl SalvadorCHALATENANGO;https://www.google.com.br/maps/search/CarreteraTroncal+del+Norte+km+49,+el+Coyolito,+Tejutla,+Chalatenango.+Chalatenango,+SalvadorEl+SalvadorCHALATENANGO/@14.0888395,-89.1481147,17z/data=!3m1!4b1?entry=ttu;14.0888395,-89.1481147
ProlongaciÃ³n Alameda Juan Pablo2, #353 San Salvador, En el semÃ¡foro para entrar a la ConstituciÃ³n, cruzan hacia Metrocentro, estamos bajando la cuesta arriba de la Yamaha por las bodegas San Jorge. San Salvador, SNSVEl SalvadorSAN SALVADOR;https://www.google.com.br/maps/search/Prolongaci%C3%83%C2%B3n+Alameda+Juan+Pablo2,+%23353+San+Salvador,+En+el+sem%C3%83%C2%A1foro+para+entrar+a+la+Constituci%C3%83%C2%B3n,+cruzan+hacia+Metrocentro,+estamos+bajando+la+cuesta+arriba+de+la+Yamaha+por+las+bodegas+San+Jorge.+San+Salvador,+SNSVEl+SalvadorSAN+SALVADOR/@13.7075716,-89.2273689,17z?entry=ttu;13.7075716,-89.2273689
Boulevard del HipÃ³dromo 429 y pasaje 1 #17 Colonia San Benito. San Salvador, SNSVEl SalvadorSAN SALVADOR;https://www.google.com.br/maps/search/Boulevard+del+Hip%C3%83%C2%B3dromo+429+y+pasaje+1+%2317+Colonia+San+Benito.+San+Salvador,+SNSVEl+SalvadorSAN+SALVADOR/@13.7075714,-89.2350938,15z/data=!3m1!4b1?entry=ttu;13.7075714,-89.2350938,15
Blv. Nicolas Salume y 23 calle Poniente contiguo a multiservicios Mejia, Santa Ana Santa Ana, SalvadorEl SalvadorSANTA ANA;https://www.google.com.br/maps/search/Blv.+Nicolas+Salume+y+23+calle+Poniente+contiguo+a+multiservicios+Mejia,+Santa+Ana+Santa+Ana,+SalvadorEl+SalvadorSANTA+ANA/@13.982882,-89.5639728,16z/data=!3m1!4b1?entry=ttu;13.982882,-89.5639728,16
Km63 Boulevard Las Palmeras, Sonzacate, Sonsonate â€“ 200 mts al sur de Agape Sonsonate, SalvadorEl SalvadorSONZACATE;https://www.google.com.br/maps/search/Km63+Boulevard+Las+Palmeras,+Sonzacate,+Sonsonate+%C3%A2%E2%82%AC%E2%80%9C+200+mts+al+sur+de+Agape+Sonsonate,+SalvadorEl+SalvadorSONZACATE/@13.7306186,-89.7167859,17z/data=!3m1!4b1?entry=ttu;13.7306186,-89.7167859
12 calle entre 6 y 7 avenida Puerto Barrios, Izabal Izabal, IZAGuatemalaPUERTO BARRIOS;https://www.google.com.br/maps/search/12+calle+entre+6+y+7+avenida+Puerto+Barrios,+Izabal+Izabal,+IZAGuatemalaPUERTO+BARRIOS/@15.7098743,-88.6360182,13z?entry=ttu;15.7098743,-88.6360182,13
Calzada Guatemala km 381.5 salida a Flores, PoptÃºn, PetÃ©n PetÃ©n, PETGuatemalaPOPTÃšN;https://www.google.com.br/maps/search/Calzada+Guatemala+km+381.5+salida+a+Flores,+Popt%C3%83%C2%BAn,+Pet%C3%83%C2%A9n+Pet%C3%83%C2%A9n,+PETGuatemalaPOPT%C3%83%C5%A1N/@14.5930324,-90.5905083,12z/data=!3m1!4b1?entry=ttu;14.5930324,-90.5905083,12
X9X9+H35, Av. Eduardo Ruberte, Ponce, 00717Porto RicoPONCE;https://www.google.com.br/maps/search/X9X9%2BH35,+Av.+Eduardo+Ruberte,+Ponce,+00717Porto+RicoPONCE/@17.9998424,-66.651037,13z/data=!3m1!4b1?entry=ttu;17.9998424,-66.651037,13
538, Bay Road, Blue Hills, Providenciales, TKCA 1ZZ, Turks & Caicos IslandsIlhas Turks E CaicosPROVIDENCIALES;https://www.google.com.br/maps/search/538,+Bay+Road,+Blue+Hills,+Providenciales,+TKCA+1ZZ,+Turks+%26+Caicos+IslandsIlhas+Turks+E+CaicosPROVIDENCIALES/@21.8083049,-72.2812884,17z?entry=ttu;21.8083049,-72.2812884
KM1 Carretera al sur, antes del puente Germania, Tegucigalpa.HondurasTEGUCIGALPA;https://www.google.com.br/maps/search/KM1+Carretera+al+sur,+antes+del+puente+Germania,+Tegucigalpa.HondurasTEGUCIGALPA/@14.007112,-87.2258619,14z/data=!3m1!4b1?entry=ttu;14.007112,-87.2258619,14
Colonia Florencia Sur, Bulevar Suyapa Tegucigalpa.HondurasTEGUCIGALPA;https://www.google.com.br/maps/place/Colonia+Florencia+Sur,+Tegucigalpa,+Francisco+Moraz%C3%A1n,+Honduras/@14.0817091,-87.181851,15z/data=!4m6!3m5!1s0x8f6fbccd6f65cd1f:0x80b86cebe7ec1e5f!8m2!3d14.0821819!4d-87.1709576!16s%2Fg%2F1tf5lqbw?entry=ttu;14.0817091,-87.181851,15
Mt. Pleasant, French Harbour, RoatÃ¡n, Islas de la BahÃ­aHondurasISLAS DE LA BAHÃA;https://www.google.com.br/maps/search/Mt.+Pleasant,+French+Harbour,+Roat%C3%83%C2%A1n,+Islas+de+la+Bah%C3%83%C2%ADaHondurasISLAS+DE+LA+BAH%C3%83%C2%8DA/@32.8481405,-79.9810326,11z?entry=ttu;32.8481405,-79.9810326,11
Colonia Los Andes, 11 calle 11 avenida a media cuadra de Centro Medico Galeno.HondurasSAN PEDRO SULA;https://www.google.com.br/maps/search/Colonia+Los+Andes,+11+calle+11+avenida+a+media+cuadra+de+Centro+Medico+Galeno.HondurasSAN+PEDRO+SULA/@15.5204108,-88.067892,12z?entry=ttu;15.5204108,-88.067892,12
309 Ave. De Diego, Puerto Nuevo, San Juan, P.R. 00918Porto RicoSAN JUAN;https://www.google.com.br/maps/search/309+Ave.+De+Diego,+Puerto+Nuevo,+San+Juan,+P.R.+00918Porto+RicoSAN+JUAN/@18.415312,-66.0913206,17z?entry=ttu;18.415312,-66.0913206
Carr. #1 Km. 23.0 RÃ­o Ward, Guaynabo, P.R. 00969Porto RicoGUAYNABO;https://www.google.com.br/maps/search/Carr.+%231+Km.+23.0+R%C3%83%C2%ADo+Ward,+Guaynabo,+P.R.+00969Porto+RicoGUAYNABO/@18.3591033,-66.194676,12z?entry=ttu;18.3591033,-66.194676,12
Carr. 835 km. 0.1 Bo. Mamey I, Guaynabo, P.R. 00969Porto RicoGUAYNABO;https://www.google.com.br/maps/search/Carr.+835+km.+0.1+Bo.+Mamey+I,+Guaynabo,+P.R.+00969Porto+RicoGUAYNABO/@18.3162612,-66.1368842,14z?entry=ttu;18.3162612,-66.1368842,14
114 Constant Spring Road, Kingston 8JamaicaKINGSTON;https://www.google.com.br/maps/search/114+Constant+Spring+Road,+Kingston+8JamaicaKINGSTON/@18.0340499,-76.799632,17z/data=!3m1!4b1?entry=ttu;18.0340499,-76.799632
